ImageFileName,Red_Channel_Distribution,Green_Channel_Distribution,Blue_Channel_Distribution,Uninfected_Edge_Density,Uninfected_MeanBlobSize,Uninfected_MaxBlobSize
C111P72ThinF_IMG_20150930_112430_cell_186.png,161.0352,114.608,112.64,0.1568,1.0,1.0
C111P72ThinF_IMG_20150930_112430_cell_45.png,162.032,116.9424,116.824,0.128,1.3333333333333333,2.0
C111P72ThinF_IMG_20150930_112609_cell_122.png,165.8576,123.528,119.9008,0.1232,1.5,2.0
C111P72ThinF_IMG_20150930_112609_cell_155.png,154.8144,103.8,104.5744,0.1328,0.0,0.0
C111P72ThinF_IMG_20150930_112609_cell_161.png,159.0816,115.4928,112.5728,0.1296,1.5,2.0
C111P72ThinF_IMG_20150930_112609_cell_55.png,159.8112,119.032,110.5488,0.1328,1.5,2.0
C111P72ThinF_IMG_20150930_112609_cell_56.png,152.5168,104.1056,101.5264,0.1456,0.0,0.0
C111P72ThinF_IMG_20150930_112609_cell_69.png,159.4256,115.296,110.3392,0.1264,0.0,0.0
C111P72ThinF_IMG_20150930_112609_cell_88.png,156.5504,108.3568,105.2096,0.1392,1.0,1.0
C111P72ThinF_IMG_20150930_112827_cell_1.png,157.7552,117.5696,116.528,0.1264,0.0,0.0
C111P72ThinF_IMG_20150930_112827_cell_128.png,153.816,112.9328,106.832,0.1328,0.0,0.0
C111P72ThinF_IMG_20150930_112827_cell_144.png,158.9504,113.9504,112.1216,0.1344,0.0,0.0
C111P72ThinF_IMG_20150930_112827_cell_15.png,152.3824,115.9088,107.8128,0.144,1.0,2.0
C111P72ThinF_IMG_20150930_112827_cell_164.png,158.4208,108.5488,108.344,0.1392,1.0,1.0
C111P72ThinF_IMG_20150930_112827_cell_37.png,166.96,116.672,115.8656,0.128,1.0,1.0
C111P72ThinF_IMG_20150930_112827_cell_41.png,166.688,118.4112,117.664,0.1248,0.0,0.0
C111P72ThinF_IMG_20150930_113003_cell_106.png,155.0928,111.6016,105.6656,0.1392,1.75,2.0
C111P72ThinF_IMG_20150930_113003_cell_125.png,147.5392,102.7808,101.6048,0.1392,0.0,0.0
C111P72ThinF_IMG_20150930_113003_cell_136.png,151.1312,107.7072,101.888,0.136,0.0,0.0
C111P72ThinF_IMG_20150930_113003_cell_144.png,152.936,110.9328,105.9872,0.1456,0.0,0.0
C111P72ThinF_IMG_20150930_113003_cell_16.png,156.8384,114.7856,107.9536,0.1328,1.0,1.0
C111P72ThinF_IMG_20150930_113003_cell_50.png,150.6944,110.4048,107.3104,0.136,1.0,1.0
C111P72ThinF_IMG_20150930_113003_cell_75.png,169.9792,121.9056,114.672,0.1328,1.8,2.0
C111P72ThinF_IMG_20150930_113049_cell_102.png,144.4704,111.9536,110.192,0.128,1.0,2.0
C111P72ThinF_IMG_20150930_113049_cell_109.png,138.6928,105.9872,105.4064,0.1456,0.0,0.0
C111P72ThinF_IMG_20150930_113049_cell_144.png,150.432,117.9472,115.1728,0.1296,1.0,2.0
C111P72ThinF_IMG_20150930_113049_cell_2.png,151.2752,119.3712,120.84,0.1424,1.3333333333333333,2.0
C111P72ThinF_IMG_20150930_113049_cell_20.png,144.24,108.5696,110.712,0.136,0.0,0.0
C111P72ThinF_IMG_20150930_113210_cell_145.png,154.2768,115.1728,106.4128,0.1408,0.0,0.0
C111P72ThinF_IMG_20150930_113210_cell_34.png,156.7376,109.5008,107.4,0.136,1.0,1.0
C111P72ThinF_IMG_20150930_113210_cell_4.png,162.2608,120.3568,114.7968,0.1344,1.0,1.0
C111P72ThinF_IMG_20150930_113210_cell_41.png,164.4752,122.0912,115.9648,0.1312,1.0,2.0
C111P72ThinF_IMG_20150930_113210_cell_45.png,150.504,110.6432,109.5232,0.1328,0.0,0.0
C111P72ThinF_IMG_20150930_113610_cell_128.png,153.432,123.3104,119.7152,0.1296,1.0,1.0
C111P72ThinF_IMG_20150930_113610_cell_169.png,154.7184,120.3648,117.4464,0.1344,1.5,2.0
C111P72ThinF_IMG_20150930_113610_cell_198.png,150.6336,114.3632,112.7232,0.1824,1.0,1.0
C111P72ThinF_IMG_20150930_113610_cell_9.png,158.0032,126.0064,123.8528,0.1296,0.0,0.0
C111P72ThinF_IMG_20150930_113610_cell_99.png,154.3632,122.9824,121.0976,0.1408,1.0,1.0
C112P73ThinF_IMG_20150930_131254_cell_126.png,151.9024,103.0336,102.7504,0.1376,1.0,2.0
C112P73ThinF_IMG_20150930_131254_cell_155.png,161.432,111.5136,110.6688,0.1296,0.0,0.0
C112P73ThinF_IMG_20150930_131254_cell_167.png,149.8384,102.3696,102.6128,0.136,0.0,0.0
C112P73ThinF_IMG_20150930_131254_cell_30.png,155.392,106.4704,106.648,0.1232,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131254_cell_37.png,159.7488,115.4976,113.7152,0.1328,1.0,1.0
C112P73ThinF_IMG_20150930_131254_cell_4.png,158.4928,118.3232,115.8144,0.1392,1.0,1.0
C112P73ThinF_IMG_20150930_131254_cell_46.png,161.6528,119.2608,118.3808,0.1248,1.0,1.0
C112P73ThinF_IMG_20150930_131254_cell_93.png,154.7184,109.1552,107.912,0.144,0.0,0.0
C112P73ThinF_IMG_20150930_131401_cell_14.png,152.6288,107.7136,105.1664,0.144,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131401_cell_152.png,163.224,114.5072,115.6064,0.128,0.0,0.0
C112P73ThinF_IMG_20150930_131401_cell_160.png,154.6448,111.3104,108.4064,0.1232,1.5,2.0
C112P73ThinF_IMG_20150930_131401_cell_162.png,161.7744,118.9568,117.0528,0.1296,0.0,0.0
C112P73ThinF_IMG_20150930_131401_cell_62.png,110.152,76.9744,78.0992,0.1504,1.5,2.0
C112P73ThinF_IMG_20150930_131401_cell_95.png,130.352,93.592,90.5904,0.1328,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131516_cell_108.png,141.6928,95.3744,96.4272,0.1376,0.5,1.0
C112P73ThinF_IMG_20150930_131516_cell_109.png,148.856,102.3232,102.6544,0.1408,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131516_cell_112.png,162.6464,117.9648,114.8992,0.1312,1.0,1.0
C112P73ThinF_IMG_20150930_131516_cell_119.png,163.2528,119.224,118.3968,0.12,0.0,0.0
C112P73ThinF_IMG_20150930_131516_cell_125.png,151.0976,110.0064,108.568,0.1408,1.0,1.0
C112P73ThinF_IMG_20150930_131516_cell_156.png,155.224,111.9248,110.0256,0.136,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131516_cell_157.png,148.8352,108.3568,107.208,0.1312,1.5,2.0
C112P73ThinF_IMG_20150930_131516_cell_57.png,152.3968,105.9296,104.4144,0.1424,1.6,2.0
C112P73ThinF_IMG_20150930_131516_cell_76.png,155.2064,114.464,113.0352,0.1264,1.6666666666666667,2.0
C112P73ThinF_IMG_20150930_131516_cell_93.png,150.72,102.8272,103.12,0.1552,0.0,0.0
C112P73ThinF_IMG_20150930_131605_cell_117.png,159.6288,115.0112,111.2608,0.12,0.0,0.0
C112P73ThinF_IMG_20150930_131605_cell_13.png,159.696,110.496,109.9248,0.128,1.0,1.0
C112P73ThinF_IMG_20150930_131605_cell_142.png,153.5968,108.1552,107.6416,0.1408,0.0,0.0
C112P73ThinF_IMG_20150930_131605_cell_143.png,159.3648,106.5408,107.5152,0.1296,1.0,1.0
C112P73ThinF_IMG_20150930_131605_cell_165.png,156.0176,112.7872,111.2448,0.12,1.0,1.0
C112P73ThinF_IMG_20150930_131605_cell_98.png,163.0528,110.1072,110.2304,0.136,1.0,1.0
C112P73ThinF_IMG_20150930_131659_cell_125.png,155.5984,106.0992,104.7328,0.1744,1.0,1.0
C112P73ThinF_IMG_20150930_131659_cell_137.png,153.672,106.9008,105.5152,0.1312,1.0,1.0
C112P73ThinF_IMG_20150930_131659_cell_143.png,159.208,116.992,114.9696,0.1264,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131659_cell_44.png,167.2592,124.0064,122.1392,0.1072,0.0,0.0
C112P73ThinF_IMG_20150930_131659_cell_54.png,155.6704,109.312,106.5328,0.144,1.3333333333333333,2.0
C112P73ThinF_IMG_20150930_131659_cell_64.png,153.0592,107.4368,104.6992,0.136,1.5,2.0
C112P73ThinF_IMG_20150930_131659_cell_69.png,154.504,113.0608,108.1728,0.1376,1.0,1.0
C112P73ThinF_IMG_20150930_131753_cell_104.png,155.4512,107.3696,105.9552,0.1376,1.0,2.0
C112P73ThinF_IMG_20150930_131753_cell_22.png,155.3056,107.0064,106.5984,0.168,1.6666666666666667,2.0
C112P73ThinF_IMG_20150930_131753_cell_60.png,158.2448,107.2432,108.1344,0.1472,1.5,2.0
C112P73ThinF_IMG_20150930_131753_cell_80.png,156.0208,113.8592,112.8896,0.1392,1.0,1.0
C112P73ThinF_IMG_20150930_131900_cell_111.png,162.28,115.5456,115.1888,0.128,0.0,0.0
C112P73ThinF_IMG_20150930_131900_cell_55.png,162.216,110.0656,109.824,0.168,1.0,1.0
C112P73ThinF_IMG_20150930_131900_cell_62.png,132.6576,88.504,89.432,0.1328,1.0,2.0
C112P73ThinF_IMG_20150930_131900_cell_95.png,159.6816,108.9904,108.2592,0.1664,1.6666666666666667,2.0
C113P74ThinF_IMG_20150930_134355_cell_117.png,147.3264,105.5504,103.456,0.1488,1.0,1.0
C113P74ThinF_IMG_20150930_134355_cell_129.png,144.36,102.7472,104.6032,0.1376,1.3333333333333333,2.0
C113P74ThinF_IMG_20150930_134355_cell_16.png,146.4304,109.256,105.32,0.1408,1.0,1.0
C113P74ThinF_IMG_20150930_134355_cell_42.png,139.3472,103.3856,102.1264,0.1424,0.0,0.0
C113P74ThinF_IMG_20150930_134355_cell_5.png,158.8832,115.632,114.3616,0.1424,1.0,2.0
C113P74ThinF_IMG_20150930_134355_cell_77.png,141.6608,102.288,104.9904,0.144,1.6,2.0
C113P74ThinF_IMG_20150930_134355_cell_89.png,138.704,99.9456,97.168,0.1456,1.3333333333333333,2.0
C113P74ThinF_IMG_20150930_134429_cell_114.png,130.4544,95.1536,96.0896,0.1456,0.5,1.0
C113P74ThinF_IMG_20150930_134429_cell_127.png,132.8976,96.1552,92.7152,0.128,0.3333333333333333,1.0
C113P74ThinF_IMG_20150930_134429_cell_16.png,148.7552,105.6048,103.5696,0.1296,0.0,0.0
C113P74ThinF_IMG_20150930_134429_cell_32.png,162.1984,123.6912,119.2768,0.128,1.0,1.0
C113P74ThinF_IMG_20150930_134614_cell_107.png,152.8704,110.3408,108.0224,0.144,0.0,0.0
C113P74ThinF_IMG_20150930_134614_cell_157.png,118.1216,86.0912,84.104,0.1504,1.0,2.0
C113P74ThinF_IMG_20150930_134614_cell_61.png,146.7392,106.2576,104.2864,0.1328,1.0,1.0
C113P74ThinF_IMG_20150930_134614_cell_8.png,149.0048,105.4256,106.9952,0.144,1.0,1.0
C113P74ThinF_IMG_20150930_134751_cell_105.png,155.9216,114.84,112.3584,0.128,1.0,1.0
C113P74ThinF_IMG_20150930_134751_cell_132.png,152.5184,108.3872,105.4032,0.1344,1.0,2.0
C113P74ThinF_IMG_20150930_134751_cell_149.png,155.0608,113.1376,111.9744,0.1264,1.0,2.0
C113P74ThinF_IMG_20150930_134751_cell_164.png,141.6368,101.544,99.8208,0.144,0.0,0.0
C113P74ThinF_IMG_20150930_134751_cell_51.png,148.984,101.8672,103.984,0.1392,1.0,1.0
C113P74ThinF_IMG_20150930_134751_cell_61.png,152.0752,107.0352,105.4496,0.1296,1.0,1.0
C113P74ThinF_IMG_20150930_134751_cell_87.png,125.2848,89.7664,89.6704,0.1392,0.0,0.0
C113P74ThinF_IMG_20150930_134949_cell_108.png,147.4496,105.7872,105.552,0.1344,1.5,2.0
C113P74ThinF_IMG_20150930_134949_cell_129.png,131.7472,96.3088,95.1344,0.136,1.0,1.0
C113P74ThinF_IMG_20150930_134949_cell_135.png,151.8,108.7584,107.0256,0.136,0.0,0.0
C113P74ThinF_IMG_20150930_134949_cell_36.png,153.6096,113.16,115.6432,0.1392,0.0,0.0
C113P74ThinF_IMG_20150930_134949_cell_47.png,147.9696,108.5904,106.9232,0.1392,1.7142857142857142,2.0
C113P74ThinF_IMG_20150930_134949_cell_60.png,152.456,111.2656,105.696,0.1488,0.0,0.0
C113P74ThinF_IMG_20150930_134949_cell_77.png,138.1168,101.2704,99.3888,0.1456,1.0,2.0
C113P74ThinF_IMG_20150930_135904_cell_126.png,154.8304,115.248,116.8992,0.1424,1.0,1.0
C113P74ThinF_IMG_20150930_135904_cell_129.png,142.2096,103.176,103.9248,0.1344,0.0,0.0
C113P74ThinF_IMG_20150930_135904_cell_147.png,152.8752,110.8768,111.6528,0.136,1.0,2.0
C113P74ThinF_IMG_20150930_135904_cell_18.png,145.712,101.0016,105.16,0.1456,0.0,0.0
C113P74ThinF_IMG_20150930_135904_cell_23.png,143.9296,106.2176,105.0368,0.1424,1.0,1.0
C113P74ThinF_IMG_20150930_135904_cell_46.png,165.656,125.8368,123.3584,0.1376,0.0,0.0
C113P74ThinF_IMG_20150930_135904_cell_60.png,148.8896,104.16,106.9216,0.1456,0.0,0.0
C113P74ThinF_IMG_20150930_135904_cell_94.png,149.9616,110.5696,109.712,0.1472,1.6666666666666667,2.0
C113P74ThinF_IMG_20150930_140646_cell_111.png,138.8864,103.9488,101.3056,0.1552,1.5,2.0
C113P74ThinF_IMG_20150930_140646_cell_161.png,75.5008,55.9408,56.1536,0.1424,1.3333333333333333,2.0
C113P74ThinF_IMG_20150930_140646_cell_28.png,159.5184,119.1856,116.9056,0.1328,1.5,2.0
C113P74ThinF_IMG_20150930_140646_cell_31.png,113.1696,84.424,83.2704,0.1488,1.3333333333333333,2.0
C113P74ThinF_IMG_20150930_140646_cell_5.png,159.8304,116.9744,112.6848,0.144,1.0,1.0
C113P74ThinF_IMG_20150930_140646_cell_96.png,124.4256,91.5264,89.872,0.144,0.0,0.0
C114P75ThinF_IMG_20150930_150013_cell_107.png,140.6096,107.6064,108.368,0.2112,1.0,1.0
C114P75ThinF_IMG_20150930_150013_cell_130.png,154.5184,115.9936,120.9408,0.144,1.0,1.0
C114P75ThinF_IMG_20150930_150013_cell_183.png,144.2,101.9456,108.3248,0.1456,1.0,1.0
C114P75ThinF_IMG_20150930_150013_cell_192.png,136.176,102.8192,107.2176,0.1456,2.0,2.0
C114P75ThinF_IMG_20150930_150013_cell_68.png,147.3472,106.8624,110.0096,0.1392,0.0,0.0
C114P75ThinF_IMG_20150930_150057_cell_103.png,144.0032,102.7984,108.1968,0.1376,2.0,2.0
C114P75ThinF_IMG_20150930_150057_cell_125.png,128.8368,100.7168,102.504,0.1424,0.0,0.0
C114P75ThinF_IMG_20150930_150057_cell_135.png,148.1936,112.1472,113.3216,0.168,1.0,1.0
C114P75ThinF_IMG_20150930_150057_cell_48.png,140.0016,105.3072,106.1488,0.1408,0.0,0.0
C114P75ThinF_IMG_20150930_150057_cell_61.png,153.232,111.8864,113.8544,0.1248,0.0,0.0
C114P75ThinF_IMG_20150930_150057_cell_93.png,127.3872,84.656,96.0816,0.1808,2.0,2.0
C114P75ThinF_IMG_20150930_150145_cell_1.png,142.904,105.9152,111.5312,0.1504,2.0,2.0
C114P75ThinF_IMG_20150930_150145_cell_11.png,152.2592,111.0912,114.7904,0.1456,1.3333333333333333,2.0
C114P75ThinF_IMG_20150930_150145_cell_111.png,144.8704,108.9408,111.5792,0.1376,0.0,0.0
C114P75ThinF_IMG_20150930_150145_cell_29.png,138.8,102.5504,104.8,0.1392,1.0,2.0
C114P75ThinF_IMG_20150930_150145_cell_40.png,149.4368,111.6736,115.056,0.1488,1.5,2.0
C114P75ThinF_IMG_20150930_150145_cell_77.png,151.2576,111.0864,113.056,0.1376,1.0,1.0
C114P75ThinF_IMG_20150930_150555_cell_102.png,125.1776,96.3648,97.3072,0.1408,0.0,0.0
C114P75ThinF_IMG_20150930_150555_cell_127.png,148.376,114.1136,116.5952,0.1296,1.0,2.0
C114P75ThinF_IMG_20150930_150555_cell_141.png,138.5232,106.5296,105.7936,0.1392,1.6,2.0
C114P75ThinF_IMG_20150930_150555_cell_32.png,147.7568,112.0544,115.3984,0.1328,1.5,2.0
C114P75ThinF_IMG_20150930_150555_cell_46.png,157.952,113.2224,118.5536,0.1088,1.5,2.0
C114P75ThinF_IMG_20150930_150555_cell_87.png,160.2016,115.136,119.4576,0.1296,1.0,1.0
C114P75ThinF_IMG_20150930_150733_cell_116.png,145.8032,105.9824,109.2768,0.1456,0.0,0.0
C114P75ThinF_IMG_20150930_150733_cell_120.png,155.2656,116.2992,120.0464,0.128,1.0,1.0
C114P75ThinF_IMG_20150930_150733_cell_21.png,158.2176,113.8992,115.7952,0.1264,1.0,1.0
C114P75ThinF_IMG_20150930_150733_cell_7.png,128.5472,96.3456,98.1184,0.1248,0.0,0.0
C114P75ThinF_IMG_20150930_150733_cell_76.png,142.3488,105.3616,107.8016,0.1312,0.0,0.0
C114P75ThinF_IMG_20150930_150833_cell_100.png,143.4224,113.3696,111.144,0.1264,0.0,0.0
C114P75ThinF_IMG_20150930_150833_cell_140.png,154.1808,114.3344,114.136,0.1264,1.0,1.0
C114P75ThinF_IMG_20150930_150833_cell_23.png,136.1968,106.6592,106.4288,0.1328,0.0,0.0
C114P75ThinF_IMG_20150930_150833_cell_26.png,155.36,113.4592,115.3408,0.1264,0.0,0.0
C114P75ThinF_IMG_20150930_150833_cell_36.png,148.5696,113.3136,114.5712,0.1248,1.0,1.0
C114P75ThinF_IMG_20150930_150833_cell_58.png,112.8128,89.8784,88.3776,0.1456,0.0,0.0
C114P75ThinF_IMG_20150930_150833_cell_63.png,139.8928,108.4496,107.88,0.1376,1.0,2.0
C114P75ThinF_IMG_20150930_150833_cell_73.png,138.9904,105.3232,105.6608,0.136,1.5,2.0
C114P75ThinF_IMG_20150930_151150_cell_111.png,152.7168,111.128,114.7216,0.1424,1.0,1.0
C114P75ThinF_IMG_20150930_151150_cell_153.png,146.3728,111.736,113.5856,0.1216,1.3333333333333333,2.0
C114P75ThinF_IMG_20150930_151150_cell_19.png,142.0448,107.1488,110.9664,0.1296,1.0,2.0
C114P75ThinF_IMG_20150930_151150_cell_24.png,129.344,100.84,100.4624,0.1504,1.3333333333333333,2.0
C114P75ThinF_IMG_20150930_151150_cell_37.png,151.752,113.368,119.3632,0.128,1.0,1.0
C114P75ThinF_IMG_20150930_151150_cell_48.png,143.7408,112.04,113.2656,0.1344,0.0,0.0
C114P75ThinF_IMG_20150930_151150_cell_74.png,148.7312,109.3808,113.4576,0.1248,1.5,2.0
C115P76ThinF_IMG_20150930_161825_cell_108.png,151.0096,106.168,105.2688,0.1184,0.0,0.0
C115P76ThinF_IMG_20150930_161825_cell_117.png,147.416,105.5216,101.9408,0.1456,0.0,0.0
C115P76ThinF_IMG_20150930_161825_cell_119.png,148.4352,107.744,104.2368,0.1312,1.0,2.0
C115P76ThinF_IMG_20150930_161825_cell_125.png,160.5936,112.8208,111.2224,0.1376,1.0,2.0
C115P76ThinF_IMG_20150930_161825_cell_128.png,155.5344,112.4064,109.1696,0.136,0.0,0.0
C115P76ThinF_IMG_20150930_161825_cell_167.png,146.4992,102.5424,102.0624,0.136,1.0,1.0
C115P76ThinF_IMG_20150930_161825_cell_191.png,125.328,93.016,91.136,0.144,1.3333333333333333,2.0
C115P76ThinF_IMG_20150930_161825_cell_198.png,123.7008,84.9216,86.344,0.1776,1.0,2.0
C115P76ThinF_IMG_20150930_161825_cell_51.png,125.4928,93.0256,90.9728,0.1408,1.5,2.0
C115P76ThinF_IMG_20150930_162038_cell_15.png,157.0384,110.8672,113.7328,0.1296,1.0,1.0
C115P76ThinF_IMG_20150930_162038_cell_156.png,136.1152,98.5264,97.1216,0.1472,1.0,1.0
C115P76ThinF_IMG_20150930_162038_cell_18.png,150.808,105.7664,106.056,0.1376,1.0,1.0
C115P76ThinF_IMG_20150930_162038_cell_198.png,144.8368,101.2112,102.2768,0.1392,1.3333333333333333,2.0
C115P76ThinF_IMG_20150930_162038_cell_25.png,146.3088,103.168,101.1168,0.12,0.0,0.0
C115P76ThinF_IMG_20150930_162038_cell_68.png,144.88,103.1248,100.2896,0.1376,0.0,0.0
C115P76ThinF_IMG_20150930_162315_cell_105.png,159.0992,112.3456,115.312,0.1216,1.0,1.0
C115P76ThinF_IMG_20150930_162315_cell_151.png,137.7728,103.0992,103.9568,0.1344,1.5,2.0
C115P76ThinF_IMG_20150930_162315_cell_167.png,157.8432,114.8,115.4944,0.1232,0.0,0.0
C115P76ThinF_IMG_20150930_162315_cell_218.png,160.5664,114.9648,117.0416,0.1248,0.0,0.0
C115P76ThinF_IMG_20150930_162315_cell_230.png,150.0656,111.5696,110.336,0.144,0.0,0.0
C115P76ThinF_IMG_20150930_162315_cell_243.png,153.8304,113.1152,112.1168,0.1296,1.0,1.0
C115P76ThinF_IMG_20150930_162315_cell_25.png,155.1152,105.688,110.3824,0.1312,1.0,2.0
C115P76ThinF_IMG_20150930_162315_cell_254.png,147.8032,110.9744,113.4784,0.1296,0.0,0.0
C115P76ThinF_IMG_20150930_162315_cell_91.png,133.6432,90.0192,97.9504,0.1648,1.6666666666666667,2.0
C115P76ThinF_IMG_20150930_163018_cell_113.png,146.1344,106.3184,109.8928,0.1488,1.3333333333333333,2.0
C115P76ThinF_IMG_20150930_163018_cell_123.png,162.8496,119.7728,119.5696,0.1264,1.0,1.0
C115P76ThinF_IMG_20150930_163018_cell_147.png,139.9232,98.808,99.4928,0.1712,1.3333333333333333,2.0
C115P76ThinF_IMG_20150930_163018_cell_157.png,161.984,117.7904,119.2176,0.1232,1.3333333333333333,2.0
C115P76ThinF_IMG_20150930_163018_cell_187.png,156.6816,106.64,114.2704,0.128,2.0,2.0
C115P76ThinF_IMG_20150930_163018_cell_208.png,156.6112,113.2976,115.9792,0.136,1.0,1.0
C115P76ThinF_IMG_20150930_163018_cell_211.png,154.5504,112.7024,114.1952,0.1248,1.0,1.0
C115P76ThinF_IMG_20150930_163018_cell_221.png,158.1456,117.6912,117.1664,0.1248,1.0,2.0
C115P76ThinF_IMG_20150930_163018_cell_232.png,147.1024,106.2336,110.3008,0.1472,1.2,2.0
C115P76ThinF_IMG_20150930_163156_cell_163.png,152.8928,115.5504,116.2976,0.128,0.0,0.0
C115P76ThinF_IMG_20150930_163156_cell_192.png,154.7536,108.6064,111.0656,0.1488,1.5,2.0
C115P76ThinF_IMG_20150930_163156_cell_214.png,149.6736,107.6192,111.128,0.1424,1.0,2.0
C115P76ThinF_IMG_20150930_163156_cell_221.png,144.112,104.7408,107.6272,0.1312,0.0,0.0
C115P76ThinF_IMG_20150930_163156_cell_25.png,150.6464,110.696,110.4208,0.1104,0.0,0.0
C115P76ThinF_IMG_20150930_163156_cell_75.png,115.6864,81.9584,83.888,0.1328,1.0,1.0
C115P76ThinF_IMG_20150930_163156_cell_76.png,133.1968,97.2832,98.08,0.1184,1.7142857142857142,2.0
C115P76ThinF_IMG_20150930_163156_cell_80.png,144.6256,98.5536,105.448,0.1312,2.0,2.0
C115P76ThinF_IMG_20150930_163156_cell_90.png,157.2288,113.8416,111.8256,0.144,0.0,0.0
C116P77ThinF_IMG_20150930_171219_cell_10.png,126.7792,78.28,103.7296,0.152,1.2727272727272727,2.0
C116P77ThinF_IMG_20150930_171219_cell_21.png,136.456,87.6832,115.4752,0.1424,2.0,2.0
C116P77ThinF_IMG_20150930_171219_cell_33.png,132.2368,92.6896,112.344,0.2256,1.0,1.0
C116P77ThinF_IMG_20150930_171219_cell_34.png,134.1344,89.8832,111.1184,0.192,1.2,2.0
C116P77ThinF_IMG_20150930_171219_cell_39.png,141.8912,93.5808,111.1296,0.2032,1.6,2.0
C116P77ThinF_IMG_20150930_171219_cell_6.png,134.2144,88.1248,109.9504,0.192,2.0,2.0
C116P77ThinF_IMG_20150930_171219_cell_65.png,126.3872,82.36,103.9024,0.2144,1.0,2.0
C116P77ThinF_IMG_20150930_171448_cell_7.png,132.3776,94.1536,113.84,0.2128,2.0,2.0
C116P77ThinF_IMG_20150930_171448_cell_72.png,133.9232,84.9936,114.1312,0.1984,1.0,1.0
C116P77ThinF_IMG_20150930_171558_cell_1.png,120.3888,86.7232,107.6304,0.1792,2.0,2.0
C116P77ThinF_IMG_20150930_171558_cell_22.png,124.6736,79.8688,107.7184,0.1696,2.0,2.0
C116P77ThinF_IMG_20150930_171558_cell_34.png,139.7504,100.96,114.9072,0.1408,1.3333333333333333,2.0
C116P77ThinF_IMG_20150930_171558_cell_64.png,122.6864,84.2688,97.4032,0.1584,1.3333333333333333,2.0
C116P77ThinF_IMG_20150930_171558_cell_73.png,135.1376,94.736,114.4912,0.1504,2.0,2.0
C116P77ThinF_IMG_20150930_171635_cell_18.png,138.6992,90.072,119.9552,0.1312,1.8,2.0
C116P77ThinF_IMG_20150930_171635_cell_31.png,133.96,93.9824,116.1952,0.1552,1.25,2.0
C116P77ThinF_IMG_20150930_171635_cell_38.png,130.016,94.7856,111.9856,0.1744,2.0,2.0
C116P77ThinF_IMG_20150930_171635_cell_42.png,129.44,88.9984,111.5264,0.1664,1.3333333333333333,2.0
C116P77ThinF_IMG_20150930_171635_cell_62.png,139.9072,100.704,115.9856,0.1952,1.0,1.0
C116P77ThinF_IMG_20150930_171635_cell_63.png,140.3136,100.0992,116.176,0.1936,1.5,2.0
C116P77ThinF_IMG_20150930_171635_cell_68.png,144.864,98.0336,116.8288,0.1792,1.0,1.0
C116P77ThinF_IMG_20150930_171739_cell_21.png,137.1232,94.12,113.8576,0.1728,1.4285714285714286,2.0
C116P77ThinF_IMG_20150930_171739_cell_32.png,132.0672,93.9856,110.832,0.2048,1.0,1.0
C116P77ThinF_IMG_20150930_171739_cell_37.png,148.936,101.1488,117.9776,0.2,1.5,2.0
C116P77ThinF_IMG_20150930_171739_cell_69.png,139.5264,101.1072,115.6496,0.2032,2.0,2.0
C116P77ThinF_IMG_20150930_171809_cell_1.png,135.9712,99.3152,115.672,0.1312,1.0,1.0
C116P77ThinF_IMG_20150930_171809_cell_11.png,135.5712,98.9808,113.3696,0.1344,1.0,1.0
C116P77ThinF_IMG_20150930_171809_cell_18.png,136.7744,99.128,114.9296,0.168,1.25,2.0
C116P77ThinF_IMG_20150930_171809_cell_19.png,140.1424,94.9584,115.2176,0.1056,1.3333333333333333,2.0
C116P77ThinF_IMG_20150930_171809_cell_25.png,140.7136,98.5568,115.688,0.176,1.4285714285714286,2.0
C116P77ThinF_IMG_20150930_171809_cell_35.png,124.8512,78.64,106.3568,0.1152,2.0,2.0
C116P77ThinF_IMG_20150930_171844_cell_14.png,142.0304,104.048,119.1936,0.2128,1.4,2.0
C116P77ThinF_IMG_20150930_171844_cell_34.png,129.4592,92.7536,112.4448,0.1952,1.0,1.0
C116P77ThinF_IMG_20150930_171844_cell_37.png,138.008,100.448,118.6496,0.1984,0.8,2.0
C116P77ThinF_IMG_20150930_171844_cell_56.png,124.4096,85.5504,109.856,0.1856,1.3333333333333333,2.0
C116P77ThinF_IMG_20150930_171844_cell_70.png,125.7792,87.5648,108.6048,0.208,1.3333333333333333,2.0
C116P77ThinF_IMG_20150930_171844_cell_80.png,138.8064,103.2544,120.776,0.2,1.5,2.0
C116P77ThinF_IMG_20150930_171954_cell_18.png,133.3184,95.2528,116.44,0.1744,1.0,2.0
C116P77ThinF_IMG_20150930_171954_cell_29.png,99.9984,59.5792,92.7232,0.128,0.5,1.0
C116P77ThinF_IMG_20150930_171954_cell_40.png,138.0976,91.0144,110.312,0.192,1.0,1.0
C116P77ThinF_IMG_20150930_171954_cell_45.png,128.8448,90.7088,104.08,0.2032,0.5,1.0
C116P77ThinF_IMG_20150930_171954_cell_48.png,127.5024,89.688,108.592,0.1504,1.25,2.0
